shift_no_1,site_code_1,next_site_code_1,shift_no_2,site_code_2,next_site_code_2
2309051127646537,S022WJ,871WH,null,null,null
2309051127655644,024WH,411WH,2309051127655644,024WH,411WH
2309051127655674,024WH,411WH,2309051127655674,024WH,411WH
2309051127655702,024WH,411WH,2309051127655702,024WH,411WH
2309051127655806,024WH,851WH,null,null,null
2309051127655806,024WH,871WH,null,null,null
2309051127666235,021WV,024WH,2309051127666235,021WV,024WH
2309051127666279,021WV,532WH,2309051127666279,021WV,532WH
2309051127671233,022WH,451WH,2309051127671233,022WH,451WH
2309051127679554,024WH,532WH,2309051127679554,024WH,532WH
2309051127684213,024WH,022WH,2309051127684213,024WH,022WH
2309051127684513,024WH,573XF,2309051127684513,024WH,573XF
2309051127684543,024WH,769WK,null,null,null
2309051127687993,025WH,010WS,2309051127687993,025WH,010WS
2309051127688151,025WH,510WH,2309051127688151,025WH,510WH
2309051127688151,025WH,513WH,2309051127688151,025WH,513WH
2309051127704715,029WH,7311WJ,2309051127704715,029WH,7311WJ
2309051127704835,029WH,931WH,2309051127704835,029WH,931WH
2309051127704865,029WH,931WH,2309051127704865,029WH,931WH
2309051127704895,029WH,951WH,2309051127704895,029WH,951WH
2309051127704925,029WH,991WH,null,null,null
2309051127709332,024WH,311WH,2309051127709332,024WH,311WH
2309051127709332,024WH,351WF,2309051127709332,024WH,351WF
2309051127709556,024WH,551WH,2309051127709556,024WH,551WH
2309051127709582,024WH,7311WH,null,null,null
2309051127709609,024WH,757WL,null,null,null
2309051127713180,025WH,513WH,2309051127713180,025WH,513WH
2309051127729769,029WH,991WH,2309051127729769,029WH,991WH
2309051127729799,029WH,991WH,null,null,null
2309051127735853,024WH,021WW,2309051127735853,024WH,021WW
2309051127735880,024WH,022WH,2309051127735880,024WH,022WH
2309051127739611,025WH,514WH,2309051127739611,025WH,514WH
2309051127751861,028WH,871WH,2309051127751861,028WH,871WH
2309051127757066,029WH,027WK,2309051127757066,029WH,027WK
2309051127757478,029WH,931WH,2309051127757478,029WH,931WH
2309051127761302,024WH,531WH,2309051127761302,024WH,531WH
2309051127765307,025WH,595WH,2309051127765307,025WH,595WH
2309051127765307,025WH,791WH,2309051127765307,025WH,791WH
2309051127787070,024WH,510WH,2309051127787070,024WH,510WH
2309051127787100,024WH,595WH,null,null,null
2309051127794697,027WH,431WH,2309051127794697,027WH,431WH
2309051127794697,027WH,451WH,null,null,null
2309051127794817,027WH,871WH,2309051127794817,027WH,871WH
2309051127818586,025WH,536WH,2309051127818586,025WH,536WH
2309051127834768,029WH,010WS,2309051127834768,029WH,010WS
2309051127834798,029WH,023WH,2309051127834798,029WH,023WH
2309051127834798,029WH,028WH,2309051127834798,029WH,028WH
2309051127838848,024WH,010WS,2309051127838848,024WH,010WS
2309051127838905,024WH,411WH,2309051127838905,024WH,411WH
2309051127838935,024WH,411WH,2309051127838935,024WH,411WH
2309051127838965,024WH,411WH,2309051127838965,024WH,411WH
2309051127838995,024WH,411WH,2309051127838995,024WH,411WH
2309051127839295,024WH,791WH,null,null,null
2309051127842797,025WH,024WH,2309051127842797,025WH,024WH
2309051127847343,027WH,931WH,2309051127847343,027WH,931WH
2309051127854735,028WH,023WH,2309051127854735,028WH,023WH
2309051127855125,028WH,871WH,2309051127855125,028WH,871WH
2309051127860207,029WH,991WH,null,null,null
2309051127864919,024WH,371WH,2309051127864919,024WH,371WH
2309051127864946,024WH,411WH,2309051127864946,024WH,411WH
2309051127881789,028WH,851WH,2309051127881789,028WH,851WH
2309051127881849,028WH,871WH,2309051127881849,028WH,871WH
2309051127886843,029WH,021WW,2309051127886843,029WH,021WW
2309051127886843,029WH,025WH,2309051127886843,029WH,025WH
2309051127886963,029WH,551WH,2309051127886963,029WH,551WH
2309051127888470,024WH,027WK,2309051127888470,024WH,027WK
2309051127888497,024WH,029WH,2309051127888497,024WH,029WH
2309051127888527,024WH,411WH,2309051127888527,024WH,411WH
2309051127899104,028WH,023WH,2309051127899104,028WH,023WH
2309051127903130,028WH,023WH,2309051127903130,028WH,023WH
2309051127908232,029WH,025WH,2309051127908232,029WH,025WH
2309051127908562,029WH,931WH,2309051127908562,029WH,931WH
2309051127908708,029WH,951WH,2309051127908708,029WH,951WH
2309051127915970,024WH,023WH,2309051127915970,024WH,023WH
2309051127916172,024WH,411WH,2309051127916172,024WH,411WH
2309051127924456,S027W,851WH,2309051127924456,S027W,851WH
2309051127931048,028WH,023WH,2309051127931048,028WH,023WH
2309051127936517,029WH,571XF,2309051127936517,029WH,571XF
2309051127941382,025WH,371WH,2309051127941382,025WH,371WH
2309051127966241,024WH,028WH,null,null,null
2309051127966449,024WH,573XF,2309051127966449,024WH,573XF
2309051127974334,027WH,024WH,2309051127974334,027WH,024WH
2309051127987779,029WH,769WK,2309051127987779,029WH,769WK
2309051127987869,029WH,931WH,2309051127987869,029WH,931WH
2309051127987899,029WH,937VH,2309051127987899,029WH,937VH
2309051128009017,029WH,931WH,2309051128009017,029WH,931WH
2309051128009047,029WH,951WH,2309051128009047,029WH,951WH
2309051128036955,029WH,024WH,2309051128036955,029WH,024WH
2309051128037255,029WH,931WH,2309051128037255,029WH,931WH
2309051128041809,025WH,536WH,2309051128041809,025WH,536WH
2309051128041949,025WH,029WH,2309051128041949,025WH,029WH
2309051128053387,028WH,871WH,2309051128053387,028WH,871WH
2309051128058185,029WH,028WH,2309051128058185,029WH,028WH
2309051128058267,029WH,351WF,2309051128058267,029WH,351WF
2309051128058447,029WH,991WH,null,null,null
2309051128069793,312WH,531WH,2309051128069793,312WH,531WH
2309051128073589,316WH,027WK,2309051128073589,316WH,027WK
2309051128073589,316WH,7311WJ,2309051128073589,316WH,7311WJ
2309051128082104,311WH,551WH,2309051128082104,311WH,551WH
2309051128083553,312WH,371WH,2309051128083553,312WH,371WH
2309051128093145,311WH,371WH,2309051128093145,311WH,371WH
2309051128094576,312WH,025WH,2309051128094576,312WH,025WH
2309051128094576,312WH,573XF,2309051128094576,312WH,573XF
2309051128107845,311WH,351WF,2309051128107845,311WH,351WF
2309051128107905,311WH,510WH,2309051128107905,311WH,510WH
2309051128107935,311WH,595WH,2309051128107935,311WH,595WH
2309051128108706,311WH,028WH,2309051128108706,311WH,028WH
2309051128114522,316WH,757WL,null,null,null
2309051128115944,318VH,029WH,2309051128115944,318VH,029WH
2309051128118644,311WH,510WH,2309051128118644,311WH,510WH
2309051128118644,311WH,517WH,2309051128118644,311WH,517WH
2309051128125288,318VH,757WL,2309051128125288,318VH,757WL
2309051128129283,351WF,029WH,2309051128129283,351WF,029WH
2309051128129512,351WF,371WH,2309051128129512,351WF,371WH
2309051128134003,311WH,024WH,2309051128134003,311WH,024WH
2309051128135551,312WH,028WH,2309051128135551,312WH,028WH
2309051128135551,312WH,029WH,2309051128135551,312WH,029WH
2309051128140144,318VH,028WH,2309051128140144,318VH,028WH
2309051128140174,318VH,510WH,2309051128140174,318VH,510WH
2309051128140174,318VH,531WH,2309051128140174,318VH,531WH
2309051128147372,311WH,029WH,2309051128147372,311WH,029WH
2309051128148963,312WH,010WS,2309051128148963,312WH,010WS
2309051128149077,312WH,757WL,2309051128149077,312WH,757WL
2309051128152506,316WH,029WH,2309051128152506,316WH,029WH
2309051128154500,318VH,595WH,2309051128154500,318VH,595WH
2309051128159649,311WH,757WL,2309051128159649,311WH,757WL
2309051128168653,029WH,931WH,2309051128168653,029WH,931WH
2309051128168713,029WH,951WH,2309051128168713,029WH,951WH
2309051128168743,029WH,991WH,2309051128168743,029WH,991WH
2309051128173781,311WH,022WH,2309051128173781,311WH,022WH
2309051128178954,316WH,371WH,2309051128178954,316WH,371WH
2309051128182344,312WH,311WH,2309051128182344,312WH,311WH
2309051128187849,318VH,531WH,2309051128187849,318VH,531WH
2309051128195970,312WH,311WH,2309051128195970,312WH,311WH
2309051128209726,311WH,510WH,2309051128209726,311WH,510WH
2309051128209726,311WH,573XF,2309051128209726,311WH,573XF
2309051128209756,311WH,7311WJ,2309051128209756,311WH,7311WJ
2309051128211489,312WH,022WH,2309051128211489,312WH,022WH
2309051128216755,311WH,024WH,2309051128216755,311WH,024WH
2309051128224345,311WH,010WS,2309051128224345,311WH,010WS
2309051128224375,311WH,028WH,2309051128224375,311WH,028WH
2309051128224495,311WH,769WK,2309051128224495,311WH,769WK
2309051128224525,311WH,771WH,null,null,null
2309051128224525,S771WJ,771WH,null,null,null
2309051128224555,311WH,791WH,2309051128224555,311WH,791WH
2309051128234153,311WH,023WH,2309051128234153,311WH,023WH
2309051128234333,311WH,531WH,2309051128234333,311WH,531WH
2309051128241509,311WH,573XF,2309051128241509,311WH,573XF
2309051128248657,316WH,851WH,2309051128248657,316WH,851WH
2309051128248657,316WH,871WH,null,null,null
2309051128292036,351WF,757WL,2309051128292036,351WF,757WL
2309051128299110,351WF,510WH,2309051128299110,351WF,510WH
2309051128299110,351WF,571XF,2309051128299110,351WF,571XF
2309051128324117,351WF,022WH,2309051128324117,351WF,022WH
2309051128324345,351WF,311WH,2309051128324345,351WF,311WH
2309051128324345,351WF,531WH,2309051128324345,351WF,531WH
2309051128496334,431WH,024WH,2309051128496334,431WH,024WH
2309051128496364,431WH,024WH,2309051128496364,431WH,024WH
2309051128521109,S451WJ,451WH,2309051128521109,S451WJ,451WH
2309051128521169,S371W,752WH,2309051128521169,S371W,752WH
2309051128578215,451WH,029WH,2309051128578215,451WH,029WH
2309051128642004,510WH,023WH,2309051128642004,510WH,023WH
2309051128705907,411WH,531WH,2309051128705907,411WH,531WH
2309051128705907,411WH,571XF,2309051128705907,411WH,571XF
2309051128734713,451WH,022WH,2309051128734713,451WH,022WH
2309051128755446,411WH,024WH,2309051128755446,411WH,024WH
2309051128782686,431WH,024WH,2309051128782686,431WH,024WH
2309051128796379,510WH,025WH,2309051128796379,510WH,025WH
2309051128796409,510WH,025WH,2309051128796409,510WH,025WH
2309051128796439,510WH,028WH,2309051128796439,510WH,028WH
2309051128796551,510WH,513WH,2309051128796551,510WH,513WH
2309051128796581,510WH,513WH,2309051128796581,510WH,513WH
2309051128796663,510WH,515VH,2309051128796663,510WH,515VH
2309051128816001,451WH,024WH,2309051128816001,451WH,024WH
2309051128826552,510WH,021WW,2309051128826552,510WH,021WW
2309051128826649,510WH,431WH,2309051128826649,510WH,431WH
2309051128843999,431WH,531WH,2309051128843999,431WH,531WH
2309051128859536,431WH,510WH,2309051128859536,431WH,510WH
2309051128859536,431WH,571XF,2309051128859536,431WH,571XF
2309051128874249,510WH,516WH,2309051128874249,510WH,516WH
2309051128919905,513WH,514WH,2309051128919905,513WH,514WH
2309051128921230,514WH,551WH,2309051128921230,514WH,551WH
2309051128923739,516WH,551WH,2309051128923739,516WH,551WH
2309051128924932,517WH,851WH,2309051128924932,517WH,851WH
2309051128924932,517WH,871WH,null,null,null
2309051128927600,519WH,510WH,2309051128927600,519WH,510WH
2309051128930370,510WH,514WH,2309051128930370,510WH,514WH
2309051128930400,510WH,515VH,2309051128930400,510WH,515VH
2309051128938385,512WH,027WK,2309051128938385,512WH,027WK
2309051128938573,512WH,536WH,2309051128938573,512WH,536WH
2309051128938621,512WH,573XF,2309051128938621,512WH,573XF
2309051128941503,513WH,510WH,2309051128941503,513WH,510WH
2309051128942744,514WH,595WH,2309051128942744,514WH,595WH
2309051128945516,516WH,757WL,2309051128945516,516WH,757WL
2309051128951610,530VH,510WH,2309051128951610,530VH,510WH
2309051128955099,531WH,535WH,2309051128955099,531WH,535WH
2309051128960871,535WH,536WH,2309051128960871,535WH,536WH
2309051128962255,536WH,371WH,2309051128962255,536WH,371WH
2309051128962285,536WH,510WH,2309051128962285,536WH,510WH
2309051128962315,536WH,530VH,2309051128962315,536WH,530VH
2309051128970477,551WH,024WH,2309051128970477,551WH,024WH
2309051128972655,553WH,351WF,2309051128972655,553WH,351WF
2309051128972655,553WH,371WH,2309051128972655,553WH,371WH
2309051128997153,516WH,573XF,2309051128997153,516WH,573XF
2309051128998185,517WH,791WH,2309051128998185,517WH,791WH
2309051129012385,535WH,530VH,2309051129012385,535WH,530VH
2309051129014090,536WH,535WH,2309051129014090,536WH,535WH
2309051129014210,536WH,769WK,2309051129014210,536WH,769WK
2309051129021860,551WH,516WH,2309051129021860,551WH,516WH
2309051129022141,551WH,558WH,2309051129022141,551WH,558WH
2309051129022171,551WH,558WH,2309051129022171,551WH,558WH
2309051129055521,510WH,517WH,2309051129055521,510WH,517WH
2309051129055655,510WH,851WH,2309051129055655,510WH,851WH
2309051129062491,510WH,021WW,2309051129062491,510WH,021WW
2309051129062603,510WH,025WH,2309051129062603,510WH,025WH
2309051129062947,510WH,515VH,2309051129062947,510WH,515VH
2309051129071445,512WH,514WH,2309051129071445,512WH,514WH
2309051129071496,512WH,510WH,2309051129071496,512WH,510WH
2309051129075500,513WH,028WH,2309051129075500,513WH,028WH
2309051129075677,513WH,573XF,2309051129075677,513WH,573XF
2309051129075677,513WH,574WG,2309051129075677,513WH,574WG
2309051129087156,510WH,513WH,2309051129087156,510WH,513WH
2309051129095650,512WH,513WH,2309051129095650,512WH,513WH
2309051129099791,514WH,510WH,2309051129099791,514WH,510WH
2309051129103468,517WH,029WH,2309051129103468,517WH,029WH
2309051129103468,517WH,371WH,2309051129103468,517WH,371WH
2309051129108580,530VH,024WH,2309051129108580,530VH,024WH
2309051129114446,510WH,451WH,null,null,null
2309051129114877,510WH,513WH,2309051129114877,510WH,513WH
2309051129115057,510WH,551WH,2309051129115057,510WH,551WH
2309051129122781,512WH,022WH,2309051129122781,512WH,022WH
2309051129122807,512WH,024WH,2309051129122807,512WH,024WH
2309051129123062,512WH,7311WJ,2309051129123062,512WH,7311WJ
2309051129123062,512WH,791WH,2309051129123062,512WH,791WH
2309051129127879,514WH,029WH,2309051129127879,514WH,029WH
2309051129130259,516WH,531WH,2309051129130259,516WH,531WH
2309051129134104,519WH,510WH,2309051129134104,519WH,510WH
2309051129135656,510WH,021WW,2309051129135656,510WH,021WW
2309051129135702,510WH,025WH,2309051129135702,510WH,025WH
2309051129135760,510WH,311WH,2309051129135760,510WH,311WH
2309051129135956,510WH,516WH,2309051129135956,510WH,516WH
2309051129144452,512WH,029WH,2309051129144452,512WH,029WH
2309051129144835,512WH,595WH,2309051129144835,512WH,595WH
2309051129156300,519WH,029WH,2309051129156300,519WH,029WH
2309051129158995,530VH,571XF,2309051129158995,530VH,571XF
2309051129162438,531WH,535WH,2309051129162438,531WH,535WH
2309051129162468,531WH,535WH,2309051129162468,531WH,535WH
2309051129165390,532WH,510WH,2309051129165390,532WH,510WH
2309051129166503,536WH,571XF,2309051129166503,536WH,571XF
2309051129168029,535WH,532WH,2309051129168029,535WH,532WH
2309051129168057,535WH,510WH,2309051129168057,535WH,510WH
2309051129168057,535WH,573XF,2309051129168057,535WH,573XF
2309051129169770,536WH,571XF,2309051129169770,536WH,571XF
2309051129169830,536WH,871WH,null,null,null
2309051129177479,551WH,029WH,2309051129177479,551WH,029WH
2309051129179389,553WH,558WH,2309051129179389,553WH,558WH
2309051129183272,558WH,551WH,2309051129183272,558WH,551WH
2309051129191491,510WH,021WW,2309051129191491,510WH,021WW
2309051129191919,510WH,514WH,2309051129191919,510WH,514WH
2309051129191972,510WH,517WH,2309051129191972,510WH,517WH
2309051129200076,512WH,531WH,2309051129200076,512WH,531WH
2309051129200097,512WH,576WH,2309051129200097,512WH,576WH
2309051129215049,510WH,025WH,2309051129215049,510WH,025WH
2309051129215079,510WH,025WH,2309051129215079,510WH,025WH
2309051129215373,510WH,514WH,2309051129215373,510WH,514WH
2309051129215433,510WH,514WH,2309051129215433,510WH,514WH
2309051129215463,510WH,517WH,2309051129215463,510WH,517WH
2309051129223957,512WH,028WH,2309051129223957,512WH,028WH
2309051129227220,513WH,514WH,2309051129227220,513WH,514WH
2309051129228964,515VH,551WH,2309051129228964,515VH,551WH
2309051129231000,516WH,517WH,2309051129231000,516WH,517WH
2309051129232143,517WH,371WH,2309051129232143,517WH,371WH
2309051129245048,514WH,573XF,2309051129245048,514WH,573XF
2309051129247177,516WH,021WW,2309051129247177,516WH,021WW
2309051129247205,516WH,029WH,2309051129247205,516WH,029WH
2309051129250917,519WH,023WH,2309051129250917,519WH,023WH
2309051129250941,519WH,510WH,2309051129250941,519WH,510WH
2309051129257274,531WH,536WH,2309051129257274,531WH,536WH
2309051129262812,535WH,531WH,2309051129262812,535WH,531WH
2309051129264321,536WH,351WF,2309051129264321,536WH,351WF
2309051129264411,536WH,551WH,2309051129264411,536WH,551WH
2309051129267431,539WH,021WW,2309051129267431,539WH,021WW
2309051129267461,539WH,028WH,2309051129267461,539WH,028WH
2309051129272495,551WH,023WH,2309051129272495,551WH,023WH
2309051129272825,551WH,595WH,2309051129272825,551WH,595WH
2309051129272825,551WH,791WH,2309051129272825,551WH,791WH
2309051129274763,553WH,029WH,2309051129274763,553WH,029WH
2309051129274763,553WH,371WH,2309051129274763,553WH,371WH
2309051129274791,553WH,536WH,2309051129274791,553WH,536WH
2309051129274935,553WH,558WH,2309051129274935,553WH,558WH
2309051129274995,553WH,7311WJ,2309051129274995,553WH,7311WJ
2309051129278386,558WH,029WH,2309051129278386,558WH,029WH
2309051129278386,558WH,371WH,2309051129278386,558WH,371WH
2309051129296065,512WH,513WH,2309051129296065,512WH,513WH
2309051129300633,514WH,576WH,2309051129300633,514WH,576WH
2309051129303531,517WH,023WH,2309051129303531,517WH,023WH
2309051129303531,517WH,028WH,null,null,null
2309051129303695,517WH,791WH,2309051129303695,517WH,791WH
2309051129312259,531WH,535WH,2309051129312259,531WH,535WH
2309051129312289,531WH,536WH,2309051129312289,531WH,536WH
2309051129312319,531WH,536WH,2309051129312319,531WH,536WH
2309051129315195,532WH,531WH,2309051129315195,532WH,531WH
2309051129319372,536WH,028WH,2309051129319372,536WH,028WH
2309051129322482,539WH,851WH,2309051129322482,539WH,851WH
2309051129328044,551WH,431WH,2309051129328044,551WH,431WH
2309051129328044,551WH,451WH,null,null,null
2309051129328324,551WH,027WK,2309051129328324,551WH,027WK
2309051129330326,553WH,022WH,2309051129330326,553WH,022WH
2309051129330356,514WH,513WH,2309051129330356,514WH,513WH
2309051129330356,553WH,513WH,2309051129330356,553WH,513WH
2309051129330356,553WH,514WH,2309051129330356,553WH,514WH
2309051129330386,553WH,517WH,2309051129330386,553WH,517WH
2309051129330596,553WH,757WL,2309051129330596,553WH,757WL
2309051129334624,558WH,022WH,2309051129334624,558WH,022WH
2309051129362624,510WH,514WH,2309051129362624,510WH,514WH
2309051129371909,513WH,029WH,2309051129371909,513WH,029WH
2309051129372082,513WH,573XF,2309051129372082,513WH,573XF
2309051129373132,514WH,022WH,2309051129373132,514WH,022WH
2309051129373132,514WH,536WH,2309051129373132,514WH,536WH
2309051129375526,516WH,513WH,2309051129375526,516WH,513WH
2309051129375526,516WH,514WH,2309051129375526,516WH,514WH
2309051129385780,531WH,535WH,2309051129385780,531WH,535WH
