waybillno,productcode
SF6507089115572,null
SF6507089151121,null
SF6507089118211,null
SF6507090536574,null
SF6507089112384,null
SF6507090749783,null
SF6507090603626,null
SF6507089080926,null
SF6507089074570,null
SF6507089148942,null
SF6507090019749,null
SF6507090220390,null
SF6507089190577,null
SF6507089071859,null
SF6507089078762,null
SF6507089122622,null
SF6507090136459,null
SF6507089072826,null
SF6507089072792,null
SF6507090493627,null
SF6507089219834,null
SF6507088864561,null
SF6507089119216,null
SF6507089115660,null
SF6507089069852,null
SF6507089092318,null
SF6507089107029,null
SF6507090332160,null
SF6507089982177,null
SF6507089063591,null
SF6507089908536,null
SF6507089078780,null
SF6507089072747,null
SF6507089946689,null
SF6507089118372,null
SF6507089085407,null
SF6507089113282,null
SF6507089728073,null
SF6507089063403,null
SF6507090616764,null
SF6507089833189,null
SF6507089077353,null
SF6507089789991,null
SF6507089113712,null
SF6507089091905,null
SF6507089062010,null
SF9600553063331,SE0001
SF6507089079828,null
SF6507090753646,null
SF6507089109240,null
SF6507089694196,null
SF6507089747171,null
SF6507089125380,null
SF6507089783002,null
SF6507090083942,null
SF6507089452338,null
SF6507089076260,null
SF6507089082121,null
SF6507090121313,null
SF6507089110136,null
SF6507089112911,null
SF6507089107426,null
SF6507089407453,null
SF6507089076454,null
SF6507089278312,null
SF6507088981933,null
SF6507089295940,null
SF6507089066549,null
SF6507089090733,null
SF6507089091835,null
SF6507090204620,null
SF6507089091323,null
SF6507089219076,null
SF6507090491521,null
SF6507088606627,null
SF6507089097684,null
SF6507089063989,null
SF6507089073715,null
SF6507090696587,null
SF6507089098166,null
SF6507090056083,null
SF6507089118796,null
SF6507089997394,null
SF6507089046457,null
SF1623655467375,SE0113
SF6507089027388,null
SF6507090040930,null
SF6507089109347,null
SF6507089086729,null
SF6507090445307,null
SF6507090169293,null
SF6507088984044,null
SF6507090352086,null
SF6507089946264,null
SF6507090309623,null
SF6507089035318,null
SF6507089145676,null
SF6507090698452,
SF6507090698452,null
SF6507089888474,null
SF6507089079246,null
SF6507089577875,null
SF6507089219322,null
SF6507089565689,null
SF6507090082595,null
SF6507089081039,null
SF6507089124560,null
SF6507090172300,null
SF6507089315254,null
SF6507089112065,null
SF6507089089511,null
SF6507089102539,null
SF6507089064329,null
SF6507089253933,null
SF6507089862842,null
SF6507089961893,null
SF6507090414235,null
SF6507090450606,null
SF6507089122904,null
SF6507089065906,null
SF6507089072208,null
SF6507089108702,null
SF6507089064277,null
SF6507090331827,null
SF6507089321530,null
SF6507088982063,null
SF6507089061908,null
SF6507090596144,null
SF6507089654858,null
SF6507089324976,null
SF6507090274202,null
SF6507089126569,null
SF6507089156327,null
SF6507089185144,null
SF6507089941765,null
SF6507089080847,null
SF6507089083278,null
SF6507089061653,null
SF6507089078717,null
SF6507090593663,null
SF6507090059263,null
SF6507089142309,null
SF6507089062065,null
SF6507089674244,null
SF6507089109277,null
SF6507088607570,null
SF6507089108881,null
SF6507089089309,null
SF6507089829290,null
SF6507089086305,null
SF6507089080704,null
SF6507090106531,null
SF6507089074182,null
SF6507089160313,null
SF6507089832688,null
SF6507089109568,null
SF6507089122164,null
SF6507089097902,null
SF6507090306665,
SF6507089378524,null
SF6507090151046,null
SF6507090440173,null
SF6507089130616,null
SF6507089075848,null
SF6507090129594,null
SF6507089119021,null
SF6507090630277,null
SF6508603273496,null
SF6507088256683,null
SF6507089125980,null
SF6507089701710,null
SF6507089085301,null
SF6507090306665,null
SF6507089460746,null
SF6507089909868,null
SF6507089112596,null
SF6507090005102,null
SF6507089036745,null
SF6507089119322,null
SF6507090095121,null
SF6507089089327,null
SF6507089068981,null
SF6507089116619,null
SF6507089086396,null
SF6507088983040,null
SF6507089781395,null
SF6507090437472,null
SF6507089069604,null
SF6507089071692,null
SF6507089762206,null
SF6507089083339,null
SF6507089062887,null
SF6507089636931,null
SF6507089113024,null
SF6507089116018,null
SF6507089078878,null
SF6507089108509,null
SF6507088606732,null
SF6507089077892,null
SF6507088983147,null
SF6507090532894,null
SF6507089219191,null
SF6507089095481,null
SF6507089753102,null
SF6507089097771,null
SF6507089628665,null
SF6507090554640,null
SF6507089786615,null
SF6507090575119,null
SF6507089125786,null
SF6507090658144,null
SF6507089116133,null
SF6507090695583,null
SF6507090010697,null
SF6507090186433,null
SF6507089080740,null
SF6507090489419,null
SF6507090733562,null
SF6507090398938,null
SF6507089801738,null
SF6507088608413,null
SF6507090002453,null
SF6507089844459,null
SF6507089453120,null
SF6507089117492,null
SF6507088778599,null
SF9600553063441,SE0001
SF6507089120996,null
SF6507089097311,null
SF6507088692074,null
SF6507089125413,null
SF6507089219067,null
SF6507090083915,null
SF6507088606936,null
SF6507089064956,null
SF6507088865954,null
SF6507088828560,null
SF6507089118548,null
SF6507089107232,null
SF6507089081057,null
SF6507090007535,null
SF6507090075057,null
SF6507089538930,null
SF6507089125971,null
SF6507090349817,null
SF6507090011540,null
SF6507089119525,null
SF6507088607173,null
SF6507089065245,null
SF6507090140137,null
SF9600553063291,SE0001
SF6507090389889,null
SF6507089702487,null
SF6507090004743,null
SF6507088984866,null
SF6507089083684,null
SF6507089031073,null
SF6507088981342,null
SF6507089078541,null
SF6507089164453,null
SF6507089270343,null
SF6507088607959,null
SF6507088982160,null
SF6507090262907,null
SF6507090034113,null
SF6507090011470,null
SF6507089078850,null
SF6507089518802,null
SF6507088646275,null
SF6507090687914,null
SF6507089582495,null
SF6507089320262,null
SF6507089437811,null
SF6507089297020,null
SF6507089722825,null
SF6507089118017,null
SF6507089220526,null
SF6507089077247,null
SF6507089063228,null
SF6507089082282,null
SF6507089107074,null
SF6507088987603,null
SF6507089141562,null
SF6507090041926,null
SF6507089098360,null
SF6507089083541,null
SF6507088491104,null
SF6507088712100,null
SF6507090377312,null
SF6507090320336,null
SF6507089343216,null
SF6507088875135,null
SF6507089079176,null
SF6507089496680,null
SF6507089072641,null
SF6507089097878,null
SF6507088986856,null
SF6507089868433,null
SF6507089452595,null
SF6507089121267,null
SF6507090556579,null
SF6507089582362,null
SF6507089119861,null
SF6507089124515,null
SF6507090793654,null
SF6507089854045,null
SF6507089118690,null
SF6507090279832,null
SF6507089214198,null
SF6507090002278,null
SF6507089882265,null
SF6507090087525,null
SF6507088607491,null
SF6507089998097,null
SF6507089998024,null
SF6507089000802,null
SF6507090440746,null
SF6507089301599,null
SF6507090514808,null
SF6507089285639,null
SF6507090083651,null
SF6507089085992,null
SF6507089821479,null
SF6507089080883,null
SF6507090287792,null
SF6507089826726,null
SF6507090005748,null
SF6507089078948,null
SF6507089079237,null
SF6507090801972,null
SF6507089065069,null
SF6507090666738,null
SF6507089089336,null
SF6507090011638,null
SF6507088981420,null
SF6507090032196,null
SF6507089369447,null
SF6507090439887,null
SF6507089172688,null
SF6507088987930,null
SF6507089156654,null
SF6507089823309,null
SF6507089107596,null
SF6507089085134,null
SF6507089453272,null
SF6507090688487,null
SF6507088284663,null
SF6507090158311,null
SF6507089171869,null
SF6507088982503,null
SF6507088692384,null
SF6507089108193,null
SF6507089083966,null
SF6507090064978,null
SF6507090108788,null
SF6507089082467,null
SF6507090108090,null
SF6507089942432,null
SF6507089074207,null
SF6507089064522,null
SF6507089077201,null
SF6507089125529,null
SF6507090296393,null
SF6507089128568,null
SF6507089064286,null
SF6507089122543,null
SF6507089944795,null
SF6507088985552,null
SF6507090636098,null
SF6507090491646,null
SF6507089438985,null
SF6507089115236,null
SF6507089249301,null
SF6507090232724,null
SF9600553063591,SE0001
SF6507090488750,null
SF6507089080265,null
SF6507089035178,null
SF6507089073072,null
SF6507089638260,null
SF6507089123044,null
SF6507089896486,null
SF6507089074598,null
SF6507089465652,null
SF6507089069898,null
SF6507089062339,null
SF6507090121386,null
SF6507089075972,null
SF6507089121706,null
SF6507090733880,null
SF6507089035035,null
SF6507089071522,null
SF6507089951712,null
SF6507090485702,null
SF6507090208830,null
SF6507089186633,null
SF6507089107569,null
SF6507088595351,null
SF6507089868045,null
SF6507089067835,null
SF6507089348245,null
SF6507090214544,null
SF6507089195359,null
SF6507089269401,null
SF6507090460404,null
SF6507090429188,null
SF6507090672715,null
SF6507090159625,null
SF6507089067040,null
SF6507090309747,null
SF6507089075909,null
SF6507090062766,null
SF6507089798237,null
SF6507089080759,null
SF6507089956293,null
SF6507089078869,null
SF6507089569701,null
SF6507089135812,null
SF6507090019194,null
SF6507089125371,null
SF6507089122155,null
SF6507089851316,null
SF6507088524013,null
SF6507089493474,null
SF6507089091808,null
SF6508603272058,null
SF6507090293363,null
SF6507088607094,null
SF6507089124349,null
SF6507089493314,null
SF6507088265178,null
SF6507089077608,null
SF6507089085965,null
SF6507089142293,null
SF6507090623603,null
SF6507089087849,null
SF6508603273478,null
SF6507090000349,null
SF6507089080801,null
SF6507089073373,null
SF6507090465965,null
SF6507088134060,null
SF6507089156584,null
SF6507089110824,null
SF6507090630416,null
SF6507089127370,null
SF6507089125626,null
SF6507090465965,
SF6507089108872,null
SF6507089128064,null
SF6507089677239,null
SF6507089090779,null
SF6507089700203,null
SF6507090416516,null
SF6507089420456,null
SF6507088273851,null
SF6507089122313,null
SF6507089075257,null
SF6507089698176,null
SF6507090000709,null
SF6507089761414,null
SF6507089127934,null
SF6507090440491,null
SF6507088770802,null
SF6507089582292,null
SF6507090315558,
SF6507090315558,null
SF6507089144699,null
SF6507090008618,null
SF6507089130494,null
SF6507089583912,null
SF6507090794763,null
SF6507088981845,null
SF6507090309996,null
SF6507088607534,null
SF6507089628629,null
SF6507088983314,null
SF6507089078896,null
SF6507089083771,null
SF6507089064170,null
SF6507089348711,null
SF6507089113334,null
SF6508603272622,null
SF6507089123645,null
SF6507089117474,null
SF6507089160870,null
SF6507089453175,null
SF6508603273405,null
SF6507090508106,null
SF6507089130794,null
SF6507089130864,null
SF6507089945385,null
SF6507089478260,null
SF6507089124048,null
SF6507090553451,null
SF6507089586218,null
SF6507089061874,null
SF6507089537354,null
SF6507090299633,null
SF9600553063521,SE0001
SF6507089958731,null
SF6507089063573,null
SF6507089842150,null
SF6507088556489,null
SF6507089240179,null
SF6507089547602,null
SF6507089936289,null
SF6507089299357,null
SF6507089873586,null
SF6507090058868,null
SF6507089434687,null
SF6507088927035,null
SF6507089121646,null
SF6507090103644,null
SF6507089532014,null
SF6507089769844,null
SF6507090307809,null
SF6507089162481,null
SF6507089199814,null
SF6507090676440,null
SF6507089713121,null
SF6507089076588,null
SF6507090011531,null
SF6507089075035,null
SF6507089064938,null
SF6507089993853,null
SF6507089329554,null
SF6507089581446,null
SF6507089550771,null
SF6507089072341,null
SF6507089602062,null
SF6507089524506,null
SF6508603273575,null
SF6507088984520,null
SF6507089062780,null
SF6507089980008,null
SF6507090443980,null
SF6507089361441,null
SF6507088661813,null
SF6507090197591,null
SF6507089132388,null
SF6507090157608,null
SF6507089078320,null
SF6507090011804,null
SF6507089710330,null
SF6507089618654,null
SF6507089091474,null
SF6507090809262,null
SF6507089087364,null
SF6507090103644,
SF6507089084360,null
SF6507090125117,null
SF6507090750411,null
SF6507088866524,null
SF6507089074940,null
SF6507089123663,null
SF6507089080247,null
SF6507089113167,null
SF6507089237496,null
SF6507090676440,
SF6507090350111,null
SF6507089108120,null
SF6507090540359,null
SF6507090525384,null
SF6507088607085,null
SF6507088016443,null
SF6507089087355,null
SF6507089315757,null
SF6507089152586,null
SF6507089818839,null
SF6507089119755,null
SF6507089065590,null
SF6507089183349,null
SF6507090459103,null
SF6507089065023,null
SF6507089094777,null
SF6507089088289,null
SF6507089136261,null
SF6507089429388,null
SF6507089078975,null
SF6507090050165,null
SF6507089122525,null
SF6507089079891,null
SF6507089952504,null
SF6507090080550,null
SF6507089080980,null
SF6507089073433,null
SF6507089760940,null
SF6507089115175,null
SF6507087985272,null
SF6508603272764,null
SF6507089569492,null
SF6507090171518,null
SF6507090075445,null
SF6507089453688,null
SF6507090040763,null
SF6507089179177,null
SF6507089196510,null
SF6507088987349,null
SF6507089856099,null
SF6507088981388,null
SF6507090060582,null
SF6507089116160,null
SF6507088608371,null
SF6507088982706,null
SF6507089064910,null
SF6507089066294,null
SF6507090256490,null
SF6507090258920,null
SF6507090041635,null
SF6507089070139,null
SF6507089122852,null
SF6507090003882,null
SF6507089118539,null
SF6507089175497,null
SF6507089220156,null
SF6507089442609,null
SF6507089987037,null
SF6507088691344,null
SF6507089087319,null
SF1623641404572,SE0113
SF6507089685975,null
SF6507089868549,null
SF6507089115379,null
SF6507089995816,null
SF6507089127412,null
SF6507089110658,null
SF6507089072004,null
SF6507089122216,null
SF6507089900106,null
SF6507089128091,null
SF6507089878621,null
SF6507089114143,null
SF6507090438934,null
SF6507089641401,null
SF6507089070120,null
SF6507089412357,null
SF6507089235142,null
SF6507089133770,null
SF6507089121497,null
SF6507090172585,null
SF6507089070111,null
SF6507089580187,null
SF6507089086623,null
SF6507090502048,null
SF6507089239043,null
SF6507089108527,null
SF6507090332090,null
SF6507090215849,null
SF6507089170421,null
SF6507090092921,null
SF6507089127079,null
SF6507089323211,null
SF6507089248748,null
SF6507089086271,null
SF6507090011674,null
SF6507089419482,null
SF6507088607446,null
SF6507089079494,null
SF6507089081897,null
SF6507089046333,null
SF6507090154191,null
SF6507088986740,null
SF6507090093662,null
SF6507089373295,null
SF6507089530537,null
SF6507089071268,null
SF6507089112311,null
SF6507089116142,null
SF6507089954655,null
SF6507089109965,null
SF6507090152095,null
SF6507090014003,null
SF6507089697842,null
SF6507090223533,null
SF6507089756150,null
SF6507089253942,null
SF6507090478494,null
SF6507089307596,null
SF6507089145903,null
SF6507088896258,null
SF6507089083532,null
SF6507089926911,null
SF6507089689715,null
SF6507089024657,null
SF6507089428073,null
SF6507090750087,null
SF6507089332023,null
SF6507089121328,null
SF6507089796477,null
SF6507089081597,null
SF6507089452204,null
SF6507090019758,null
SF6507089087803,null
SF6507090242888,null
SF6507089833586,null
SF6507089612010,null
SF6507089397093,null
SF6507090325311,null
SF6507089202141,null
SF6507089825635,null
SF6507089096200,null
SF6507089909277,null
SF6507089822313,null
SF6507090443052,null
SF6507089086314,null
SF6507090547688,null
SF6507089411210,null
SF6507089110718,null
SF6507089145860,null
SF6507089110542,null
SF6507089174669,null
SF6507089077159,null
SF6507089102575,null
SF6507089120401,null
SF6507090752401,null
SF6507090322786,null
SF6507090087995,null
SF6507089082246,null
SF6507089074604,null
SF6507089084148,null
SF6507089124445,null
SF6507089120562,null
SF6507090276908,null
SF6507089440885,null
SF6507089302275,null
SF6507089083499,null
SF6507089124288,null
SF6507089895889,null
SF6507089164523,null
SF6507089080168,null
SF6507089073567,null
SF6507089436128,null
SF6507089123275,null
SF6507090011716,null
SF6507089109198,null
SF6507090508090,null
SF6507089127167,null
SF6507089126250,null
SF6507090011461,null
SF6507090034477,null
SF1400503633905,null
SF6507089304140,null
SF6507089181728,null
SF6507089084915,null
SF6507088809260,null
SF6507089672209,null
SF6507089401226,null
SF6507089113907,null
SF6507089064531,null
SF6507088692523,null
SF6507090163205,null
SF6507089895968,null
SF6507089653775,null
SF6507090188293,null
SF6507089292512,null
SF6507090309553,null
SF6507089898882,null
SF6507090613577,null
SF6507089064629,null
SF6507090318772,null
SF6507088031603,null
SF6507090293381,null
SF6507090367142,null
SF6507089840442,null
SF6507090676838,null
SF6507089598097,null
SF6507090235552,null
SF6507089890804,null
SF6507089092857,null
SF6507089069922,null
SF6507090539920,null
SF6507089182362,null
SF6507089082325,null
SF6507089084263,null
SF6507089070087,null
SF6507089961202,null
SF6508603272094,null
SF6507090350014,null
SF6507089522816,null
SF6507089128134,null
SF6507089072447,null
SF6507088985898,null
SF6507089600682,null
SF6507088836448,null
SF6507089080104,null
SF6507089915697,null
SF6507089907339,null
SF6507089833513,
SF6507089833513,null
SF6507090011938,null
SF6507089133240,null
SF6507089294575,null
SF6507089269605,null
SF6507090176353,null
SF6507089958838,null
SF6507089114965,null
SF6507090176413,null
SF6507089966577,null
SF6507088981102,null
SF6507090179117,null
SF6507089073530,null
SF6507089081930,null
SF6507089902520,null
SF6507090004470,null
SF6507089072710,null
SF6507090358735,null
SF6507090441211,null
SF6507090259476,null
SF6507090183219,null
SF6507090265295,null
SF6507089082458,null
SF6507089120174,null
SF6507089083296,null
SF6507088987136,null
SF6507089066894,null
SF6507088887376,null
SF6507089068990,null
SF6507090024439,null
SF6507089115527,null
SF6507089980732,null
SF6507089092150,null
SF6507090181592,null
SF6507089963653,null
SF6507089062620,null
SF6507090279799,null
SF6507089760995,null
SF6507089073382,null
SF6507089148997,null
SF6507090105006,null
SF6507089124109,null
SF6507089926717,null
SF6507090491982,null
SF6507090450166,null
SF6507089925140,null
SF6507088486980,null
SF6507089982583,null
SF6507090233614,null
SF6507089073203,null
SF6507090469336,null
SF6507089115227,null
SF6507089824551,null
SF6507089116549,null
SF6507088981951,null
SF6508603272931,null
SF6507089686175,null
SF6507090437842,null
SF6507090201478,null
SF6507089585302,null
SF6507089631726,null
SF6507089086447,null
SF6507087514174,null
SF6507089294750,null
SF6507089605436,null
SF6507089161381,null
SF6507089073124,null
SF6507090082295,null
SF6507089074455,null
SF6507088606432,null
SF6507088608538,null
SF6507089114901,null
SF6507089107911,null
SF6507089544034,null
SF6507089109452,null
SF6507089077565,null
SF6507089112850,null
SF6507090438846,null
SF6507089074446,null
SF6507089078408,null
SF6507089080089,null
SF6507089156414,null
SF6507089079998,null
SF6507089850666,null
SF6507089111413,null
SF6507089484961,null
SF6507088988273,null
SF6507090472285,null
SF6507090307697,null
SF6507089124075,null
SF6507089105181,null
SF6507090470656,null
SF6507090331818,null
SF6507089092909,null
SF6507089297224,null
SF6507089123381,null
SF6507089908624,null
SF6507089118609,null
SF6507088607386,null
SF6507089069825,null
SF6507089061529,null
SF6507089192115,null
SF6507089219552,null
SF6507090011629,null
SF6507089095145,null
SF6507090046424,null
SF6507088985428,null
SF6507088814011,null
SF6507090354791,null
SF6507090087640,null
SF6507089869147,null
SF6507088302073,null
SF6507089068248,null
SF6507089987568,null
SF6507089982326,null
SF6507089697888,null
SF6507089507620,null
SF6507089816724,null
SF1676149760224,null
SF6507088728297,null
SF6507089123414,null
SF6507089074552,null
SF6507088830909,null
SF6507089452498,null
SF6507089078269,null
SF9600553063481,SE0001
SF6507089074155,null
SF6507089123105,null
SF6507089123566,null
SF6507089150920,null
SF6507089946042,null
SF9600553063181,SE0001
SF6508603273390,null
SF6507090386558,null
SF6507089079730,null
SF6507089062311,null
SF6507088986007,null
SF6507088981351,null
SF6507089064498,null
SF6507089122700,null
SF6507089065448,null
SF6507089065660,null
SF6507089343298,null
SF6507089877820,null
SF6507089076676,null
SF6507089998033,null
SF6507089606494,null
SF6507090334354,null
SF6507089125168,null
SF6507090332203,null
SF6507089067077,null
SF6507090303892,null
SF6507090394772,null
SF6507088976388,null
SF6507090174778,null
SF6507089176225,null
SF6507088981988,null
SF6507089116973,null
SF6507090685120,null
SF6507090157908,null
SF6507089694566,null
SF6507089791757,null
SF6507089083199,null
SF6507089702123,null
SF6507088986317,null
SF6507089061847,null
SF6507089090460,null
SF6508603271849,null
SF6507089220492,null
SF6507089397154,null
SF6507090687077,null
SF6507089098351,null
SF6507089080404,null
SF6507090367858,null
SF6507088982867,null
SF6507088983332,null
SF6507089927219,null
SF6507089109707,null
SF6507089430246,null
SF6507088987630,null
SF6507089230167,null
SF6507089108563,null
SF6507088049001,null
SF6507089966674,null
SF6507089107814,null
SF6507089084457,null
SF6507090495025,null
SF6507089694211,null
SF6507089056865,null
SF6507090446743,null
SF6507089896917,null
SF6507089062287,null
SF6507090342824,null
SF9600553064091,SE0001
SF6507090445352,null
SF6507089932245,null
SF6507089067156,null
SF6507089077186,null
SF6507089740867,null
SF6507089062735,null
SF6507089121460,null
SF6507089085489,null
SF6507089761327,null
SF6507089071374,null
SF6507090441423,null
SF6507089074677,null
SF6507089111944,null
SF6507089069491,null
SF6507089764269,null
SF6507089084466,null
SF6507088897077,null
SF6507089091401,null
SF6507089070536,null
SF6507090428086,null
SF6507090073455,null
SF6507089937820,null
SF6507089079042,null
SF6507089097180,null
SF6507089067678,null
SF6507088723929,null
SF6507089035220,null
SF6507089119995,null
SF6507090055556,null
SF6508603272834,null
SF6507090036316,null
SF6507089119589,null
SF6507089089584,null
SF6507090603431,null
SF6507090647988,null
SF6507089211168,null
SF6507089895261,null
SF6507089907223,null
SF6507090006285,null
SF6507089116594,null
SF6507090317123,null
SF6507089125459,null
SF6507089789619,null
SF6507090477445,null
SF6507090192030,null
SF6507089114895,null
SF6507088283387,null
SF6507090780603,null
SF6507089712029,null
SF6507089249277,null
SF6507089356627,null
SF6508603273539,null
SF6507089656211,null
SF6507089308836,null
SF6507090582966,null
SF6507089117641,null
SF6507089064840,null
SF6507089078232,null
SF6507089191572,null
SF6507089180354,null
SF6507089087928,null
SF6507088983077,null
SF6507089085189,null
SF6507090549483,null
SF9600553064021,SE0001
SF6507089068672,null
SF6507089474332,null
SF6507090485324,null
SF6507090177181,null
SF6507089094431,null
SF6507089112878,null
SF6507089110879,null
SF6507089121433,null
SF6507089117817,null
SF6507089219898,null
SF6507090474627,null
SF6507089088058,null
SF6507089089132,null
SF6507089563838,null
SF6507089076394,null
SF6507089281482,null
SF6507089088252,null
SF6507089236807,null
SF6507089341465,null
SF6507089117138,null
SF6507089802405,null
SF6507090047129,null
SF6507090599014,null
SF6507089971065,null
SF6507089892009,null
SF6507089107056,null
SF6507089076490,null
SF6507090514641,null
SF6507089174729,null
SF6507089178694,null
SF6507089364587,null
SF6507089083993,null
SF6507089204089,null
SF6507089088298,null
SF6507089108554,null
SF6507089508184,null
SF6507089120474,null
SF6507089121337,null
SF6508603271821,null
SF6507089249831,null
SF6507089062832,null
SF6507090500331,null
SF6507090186442,null
SF6507089078832,null
SF6507089315793,null
SF6507090471845,null
SF6507089222825,null
SF6507089688535,null
SF6507090549508,null
SF6507089370185,null
SF6507089076709,null
SF6507089071240,null
SF6507089785684,null
SF6507090622847,null
SF6507088444858,null
SF6507089215642,null
SF6507089064770,null
SF6507089118963,null
SF6507089504326,null
SF6507090721058,null
SF6507089608360,null
SF6507090637409,null
SF6507088983183,null
SF6507088855167,null
SF6507089200197,null
SF6507089061635,null
SF6507089125034,null
SF6507089088437,null
SF6507088986653,null
SF6507089873822,null
SF6507089102954,null
SF6507089115739,null
SF6507090752738,null
SF6507090445785,null
SF6507090493893,null
SF6507089119898,null
SF6507089521733,null
SF6507090080471,null
SF6507089770255,null
SF6507089237520,null
SF6507090084133,null
SF6507090032327,null
SF6507089119659,null
SF6507088554205,null
SF6507089108775,null
SF6507090309483,null
SF6507089010948,null
SF6507089526375,null
SF6507089220183,null
SF6507089181207,null
SF6507088607100,null
SF6507089109161,null
SF6507089089275,null
SF6507089307735,null
SF6507089093728,null
SF6507090369114,null
SF6507089085240,null
SF6507089093191,null
SF6507089786078,null
SF6507089084757,null
SF6507089580714,null
SF6507089082500,null
SF6507089063398,null
SF6507089067701,null
SF6507090593239,null
SF6507088014056,null
SF6507089124921,null
SF6507089213476,null
SF6507090442533,null
SF6507089110084,null
SF6507089392664,null
SF6507089061935,null
SF6507089084139,null
SF6507089778215,null
SF6507089063785,null
SF6507089926753,null
SF6507090310519,null
SF6507089724181,null
SF6507089681516,null
SF6507089453615,null
SF6507089087045,null
SF6507089333901,null
SF6507089062878,null
SF6507089072086,null
SF6507089086138,null
SF6507089110597,null
SF6507090080480,null
SF6507090062915,null
SF6507089114513,null
SF6507089140018,null
SF6507089070720,null
SF6507089081215,null
SF6507089939098,null
SF6507089064383,null
SF6507090717266,null
SF6507090754589,null
SF6507089452752,null
SF6507090011037,null
SF6508603273566,null
SF6507089300964,null
SF6507089885620,null
SF6507090449932,null
SF6507090365425,null
SF6507089080238,null
SF6507090043891,null
SF6507089086526,null
SF6507089121285,null
SF6507089082485,null
SF6507089132572,null
SF6507090228678,null
SF6507089109019,null
SF6507089122922,null
SF6507089117899,null
SF6507089123327,null
SF6507089627352,null
SF9600553064041,SE0001
SF6507089130891,null
SF6507089075372,null
SF6507089117605,null
SF6507089108050,null
SF6507090507890,null
SF6507089071868,null
SF6507090062606,null
SF6507090390156,null
SF6507090011956,null
SF6507090005554,null
SF6507089635973,null
SF6507090331702,null
SF6507088986140,null
SF6507090028773,null
SF6507089217996,null
SF6507089553545,null
SF6507090677349,null
SF6507090210546,null
SF6507089190647,null
SF6507089937008,null
SF6507090444693,null
SF6507089122668,null
SF6507088986944,null
SF6507089994080,null
SF6507089724754,null
SF6507089121919,null
SF6507089133895,null
SF6507089124745,null
SF6507089139722,null
SF6507089664975,null
SF6507088983923,null
SF6507090218667,null
SF6507089062993,null
SF6507088984909,null
SF6507090020635,null
SF6507089820923,null
SF6507089127907,null
SF6507089650339,null
SF6507090061735,null
SF6507089910330,null
SF6507089118257,null
SF6507089290434,null
SF6507089076879,null
SF6507089071601,null
SF6507089130758,null
SF6507089148166,null
SF6507089634396,null
SF6507089036912,null
SF6507089063961,null
SF6507090034201,null
SF6507090386258,null
SF6507088657157,null
SF6507089584952,null
SF6507090533835,null
SF6507090220741,null
SF6507089064240,null
SF6507089080874,null
SF6507089067978,null
SF6507090287756,null
SF6507089087512,null
SF6507089109310,null
SF6507089152798,null
SF6507089088049,null
SF6507090042878,null
SF6507089929606,null
SF6507090248821,null
SF6507089062462,null
SF6507089113389,null
SF6507089070633,null
SF6507089755932,null
SF6507090102612,null
SF6507089757913,null
SF6507089115933,null
SF6507089073249,null
SF6507089073706,null
SF6507090303362,null
SF6507088986671,null
SF6507089110603,null
SF6507089852522,null
SF6507089075811,null
SF6507089097896,null
SF6507089516063,null
SF6507089066267,null
SF6507089414152,null
SF6507089130767,null
SF6507089126199,null
SF6507088260420,null
SF6507088982637,null
SF6507089073160,null
SF6507090485005,null
SF6507090236617,null
SF6507089172697,null
SF6507089415527,null
SF6507090455284,null
SF6507090524758,null
SF6507089087179,null
SF6507089076303,null
SF6507089127998,null
SF6507089336668,null
SF6507089074589,null
SF6507089869350,null
SF6507089084793,null
SF6507090081730,null
SF6507089107126,null
SF6507088394692,null
SF6507088504133,null
SF6507090319759,null
SF6507089300221,null
SF6507090061408,null
SF6507089080917,null
SF6507090596348,null
SF6507089122270,null
SF6507088607889,null
SF6507089063079,null
SF6507089123432,null
SF6507089596722,null
SF6507089123309,null
SF6508603273423,null
SF6507090016303,null
SF6507089114286,null
SF6507089077034,null
SF6507089119959,null
SF6507089069843,null
SF6507089108890,null
SF6507089127121,null
SF6507089817729,null
SF6507090592940,null
SF6507090236362,null
SF6507089112001,null
SF6507089117871,null
SF6507089319791,null
SF6507088981854,null
SF6507090061541,null
SF6507089070263,null
SF6507089064107,null
SF6507089896025,null
SF6507089388350,null
SF6507089062799,null
SF6507089080777,null
SF6507089422021,null
SF6507089110172,null
SF6507090216137,null
SF6507090444462,null
SF6507089936755,null
SF6507089452707,null
SF6507089121991,null
SF6507089058961,null
SF6507089642627,null
SF6507090118985,null
SF6507089116576,null
SF6507088981572,null
SF6507089877062,null
SF6507089974401,null
SF6507089717165,null
SF6507090471924,null
SF6507090011840,null
SF6507089078135,null
SF6507090216146,null
SF6507089386148,null
SF6507088984309,null
SF6507090251683,null
SF6507089629688,null
SF6507090439108,null
SF6507089452259,null
SF6507089455174,null
SF6507090422908,null
SF6507088230062,null
SF6507090050095,null
SF6507089349046,null
570004228378,null
SF6507089109859,null
SF6507090233696,null
SF6507089103755,null
SF6507089065466,null
SF9600553063911,SE0001
SF6507089922100,null
SF6507089072853,null
SF6507090109880,null
SF6507089116151,null
SF6507089064222,null
SF6507089118857,null
SF6507089083426,null
SF6507089831814,null
SF6507089804699,null
SF6507089069340,null
SF6507090049340,null
SF6507090361667,null
SF6507089095224,null
SF6507089434456,null
SF1637188486814,SE0146
SF6507089035099,null
